COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS
90,FRF,6,CAPTURE,Q_tlw,2000,0,N
90,SKJ,71,CAPTURE,Q_tlw,2000,6634,
90,PBF,71,CAPTURE,Q_tlw,2000,0,
90,ALB,71,CAPTURE,Q_tlw,2000,224,
90,YFT,71,CAPTURE,Q_tlw,2000,5205,
90,BET,71,CAPTURE,Q_tlw,2000,866,
90,BUM,71,CAPTURE,Q_tlw,2000,52,
90,BLM,71,CAPTURE,Q_tlw,2000,6,
90,MLS,71,CAPTURE,Q_tlw,2000,1,
90,BIL,71,CAPTURE,Q_tlw,2000,0,
90,SWO,71,CAPTURE,Q_tlw,2000,5,
90,SKX,71,CAPTURE,Q_tlw,2000,19,
90,MZZ,71,CAPTURE,Q_tlw,2000,6000,E
90,PBA,71,CAPTURE,Q_tlw,2000,10,E
90,ABR,71,CAPTURE,Q_tlw,2000,0,
90,ABX,71,CAPTURE,Q_tlw,2000,0,
90,GAS,71,CAPTURE,Q_tlw,2000,0,
90,CLX,71,CAPTURE,Q_tlw,2000,5,E
90,TTX,71,CAPTURE,Q_tlw,2000,0,
90,CUX,71,CAPTURE,Q_tlw,2000,483,
90,TSH,71,CAPTURE,Q_tlw,2000,54.295,
90,MSH,71,CAPTURE,Q_tlw,2000,0.037,
184,FRF,6,CAPTURE,Q_tlw,2000,0,N
184,MUL,77,CAPTURE,Q_tlw,2000,5,E
184,GPX,77,CAPTURE,Q_tlw,2000,70,E
184,SNA,77,CAPTURE,Q_tlw,2000,20,E
184,BRT,51,CAPTURE,Q_tlw,2000,0,
184,BBF,51,CAPTURE,Q_tlw,2000,0,
184,ALF,51,CAPTURE,Q_tlw,2000,0,
184,ALF,57,CAPTURE,Q_tlw,2000,0,
184,ORY,51,CAPTURE,Q_tlw,2000,0,
184,BOR,51,CAPTURE,Q_tlw,2000,0,
184,ONV,51,CAPTURE,Q_tlw,2000,0,
184,SSO,51,CAPTURE,Q_tlw,2000,0,
184,BOE,51,CAPTURE,Q_tlw,2000,0,
184,ORD,51,CAPTURE,Q_tlw,2000,0,
184,CDL,51,CAPTURE,Q_tlw,2000,0,
184,BWA,51,CAPTURE,Q_tlw,2000,0,
184,SKJ,71,CAPTURE,Q_tlw,2000,0,
184,SKJ,77,CAPTURE,Q_tlw,2000,8,E
184,SKJ,81,CAPTURE,Q_tlw,2000,0,
184,PBF,77,CAPTURE,Q_tlw,2000,0,
184,ALB,71,CAPTURE,Q_tlw,2000,0,
184,ALB,77,CAPTURE,Q_tlw,2000,335,
184,ALB,81,CAPTURE,Q_tlw,2000,0,
184,ALB,87,CAPTURE,Q_tlw,2000,0,
184,YFT,71,CAPTURE,Q_tlw,2000,0,
184,YFT,77,CAPTURE,Q_tlw,2000,5,E
184,YFT,81,CAPTURE,Q_tlw,2000,0,
184,BET,71,CAPTURE,Q_tlw,2000,0,
184,BET,77,CAPTURE,Q_tlw,2000,3,E
184,BET,81,CAPTURE,Q_tlw,2000,0,
184,SFA,71,CAPTURE,Q_tlw,2000,0,
184,SFA,77,CAPTURE,Q_tlw,2000,0,
184,BUM,71,CAPTURE,Q_tlw,2000,0,
184,BUM,81,CAPTURE,Q_tlw,2000,0,
184,BLM,71,CAPTURE,Q_tlw,2000,0,
184,MLS,71,CAPTURE,Q_tlw,2000,0,
184,MLS,81,CAPTURE,Q_tlw,2000,0,
184,SSP,71,CAPTURE,Q_tlw,2000,0,
184,SSP,77,CAPTURE,Q_tlw,2000,0,
184,BIL,77,CAPTURE,Q_tlw,2000,10,E
184,SWO,71,CAPTURE,Q_tlw,2000,0,
184,SWO,77,CAPTURE,Q_tlw,2000,10,E
184,SWO,81,CAPTURE,Q_tlw,2000,0,
184,FLY,77,CAPTURE,Q_tlw,2000,30,E
184,TRE,77,CAPTURE,Q_tlw,2000,40,E
184,SKX,71,CAPTURE,Q_tlw,2000,0,
184,SKX,77,CAPTURE,Q_tlw,2000,20,E
184,SKX,81,CAPTURE,Q_tlw,2000,0,
184,MZZ,77,CAPTURE,Q_tlw,2000,341,E
184,CRU,77,CAPTURE,Q_tlw,2000,5,E
184,OCT,77,CAPTURE,Q_tlw,2000,30,E
184,MOL,77,CAPTURE,Q_tlw,2000,60,E
184,URC,77,CAPTURE,Q_tlw,2000,8,E
184,TSH,77,CAPTURE,Q_tlw,2000,25,E
184,APL,77,CAPTURE,Q_tlw,2000,0,
184,MIL,77,BRACKISHWATER,Q_tlw,2000,0,N
184,GIT,77,BRACKISHWATER,Q_tlw,2000,0,N
184,UOS,77,MARINE,Q_tlw,2000,0,
184,GAS,77,MARINE,Q_tlw,2000,0,
184,FSV,77,MARINE,Q_tlw,2000,0,
184,KQR,77,MARINE,Q_tlw,2000,0,
242,TLN,6,CAPTURE,Q_tlw,2000,280,E
242,MIL,71,CAPTURE,Q_tlw,2000,30,E
242,MUL,71,CAPTURE,Q_tlw,2000,2800,E
242,GPX,71,CAPTURE,Q_tlw,2000,1450,E
242,APO,71,CAPTURE,Q_tlw,2000,70,E
242,SNA,71,CAPTURE,Q_tlw,2000,1600,E
242,POY,71,CAPTURE,Q_tlw,2000,80,E
242,LBR,71,CAPTURE,Q_tlw,2000,30,E
242,EMP,71,CAPTURE,Q_tlw,2000,2700,E
242,GOX,71,CAPTURE,Q_tlw,2000,140,E
242,MOJ,71,CAPTURE,Q_tlw,2000,10,E
242,WRA,71,CAPTURE,Q_tlw,2000,360,E
242,SUR,71,CAPTURE,Q_tlw,2000,180,E
242,SPI,71,CAPTURE,Q_tlw,2000,90,E
242,TRI,71,CAPTURE,Q_tlw,2000,10,E
242,DPX,71,CAPTURE,Q_tlw,2000,0,
242,SIX,71,CAPTURE,Q_tlw,2000,35,E
242,SRH,71,CAPTURE,Q_tlw,2000,30,E
242,HES,71,CAPTURE,Q_tlw,2000,20,E
242,WAH,71,CAPTURE,Q_tlw,2000,150,E
242,COM,71,CAPTURE,Q_tlw,2000,2000,E
242,SKJ,71,CAPTURE,Q_tlw,2000,400,
242,PBF,71,CAPTURE,Q_tlw,2000,0,
242,ALB,71,CAPTURE,Q_tlw,2000,6065,
242,YFT,71,CAPTURE,Q_tlw,2000,2508,
242,BET,71,CAPTURE,Q_tlw,2000,687,
242,BUM,71,CAPTURE,Q_tlw,2000,340,
242,BLM,71,CAPTURE,Q_tlw,2000,34,
242,MLS,71,CAPTURE,Q_tlw,2000,141,
242,SWO,71,CAPTURE,Q_tlw,2000,118,
242,JKX,71,CAPTURE,Q_tlw,2000,50,E
242,SIL,71,CAPTURE,Q_tlw,2000,80,E
242,TRE,71,CAPTURE,Q_tlw,2000,650,E
242,RAG,71,CAPTURE,Q_tlw,2000,650,E
242,BAR,71,CAPTURE,Q_tlw,2000,2700,E
242,MSK,71,CAPTURE,Q_tlw,2000,0,
242,MZZ,71,CAPTURE,Q_tlw,2000,1180,E
242,FCX,6,CAPTURE,Q_tlw,2000,340,E
242,MUD,71,CAPTURE,Q_tlw,2000,250,E
242,CRA,71,CAPTURE,Q_tlw,2000,270,E
242,SLV,71,CAPTURE,Q_tlw,2000,200,E
242,CRU,71,CAPTURE,Q_tlw,2000,80,E
242,MOF,6,CAPTURE,Q_tlw,2000,5080,E
242,BLS,71,CAPTURE,Q_tlw,2000,2750,E
242,CLX,71,CAPTURE,Q_tlw,2000,40,E
242,OCT,71,CAPTURE,Q_tlw,2000,50,E
242,MOL,71,CAPTURE,Q_tlw,2000,3100,E
242,TUG,71,CAPTURE,Q_tlw,2000,3,E
242,TTX,71,CAPTURE,Q_tlw,2000,7,E
242,URC,71,CAPTURE,Q_tlw,2000,90,E
242,CUX,71,CAPTURE,Q_tlw,2000,800,E
242,TSH,71,CAPTURE,Q_tlw,2000,138,E
242,OSH,71,CAPTURE,Q_tlw,2000,0,
242,CSS,71,CAPTURE,Q_tlw,2000,1000,E
242,SWR,71,CAPTURE,Q_tlw,2000,10,E
242,SWG,71,CAPTURE,Q_tlw,2000,490,E
242,FCG,6,FRESHWATER,Q_tlw,2000,3,
242,SVC,6,FRESHWATER,Q_tlw,2000,2,
242,BIC,6,FRESHWATER,Q_tlw,2000,3,
242,TLN,6,FRESHWATER,Q_tlw,2000,304,
242,TLP,6,BRACKISHWATER,Q_tlw,2000,1,
242,MUF,71,BRACKISHWATER,Q_tlw,2000,0,
242,SPI,71,BRACKISHWATER,Q_tlw,2000,0,
242,PRF,6,FRESHWATER,Q_tlw,2000,5,
242,MUD,71,BRACKISHWATER,Q_tlw,2000,0,
242,GIT,71,BRACKISHWATER,Q_tlw,2000,45,
242,MSV,71,MARINE,Q_tlw,2000,0,N
242,BLS,71,MARINE,Q_tlw,2000,1416,
242,OSH,71,MARINE,Q_tlw,2000,12,E
242,EMX,71,MARINE,Q_tlw,2000,5200,
258,FRF,6,CAPTURE,Q_tlw,2000,50,
258,SNX,77,CAPTURE,Q_tlw,2000,127,
258,WAH,77,CAPTURE,Q_tlw,2000,229,
258,SKJ,77,CAPTURE,Q_tlw,2000,1189,
258,ALB,77,CAPTURE,Q_tlw,2000,3570,
258,YFT,77,CAPTURE,Q_tlw,2000,1662,
258,BET,77,CAPTURE,Q_tlw,2000,712,
258,BUM,77,CAPTURE,Q_tlw,2000,367,
258,BLM,77,CAPTURE,Q_tlw,2000,2,
258,MLS,77,CAPTURE,Q_tlw,2000,88,
258,BIL,77,CAPTURE,Q_tlw,2000,109,
258,SWO,77,CAPTURE,Q_tlw,2000,47,
258,TUX,77,CAPTURE,Q_tlw,2000,0,N
258,FLY,77,CAPTURE,Q_tlw,2000,88,
258,LAG,77,CAPTURE,Q_tlw,2000,124,
258,DOL,77,CAPTURE,Q_tlw,2000,446,
258,SMA,77,CAPTURE,Q_tlw,2000,27,
258,SKX,77,CAPTURE,Q_tlw,2000,582,
258,MZZ,77,CAPTURE,Q_tlw,2000,4274,
258,PRF,6,CAPTURE,Q_tlw,2000,3,
258,MUD,77,CAPTURE,Q_tlw,2000,2,
258,SLV,77,CAPTURE,Q_tlw,2000,51,
258,CRU,77,CAPTURE,Q_tlw,2000,0,N
258,MOL,77,CAPTURE,Q_tlw,2000,25,
258,CUX,77,CAPTURE,Q_tlw,2000,15,
258,TSH,77,CAPTURE,Q_tlw,2000,105.204,
258,SPO,77,CAPTURE,Q_tlw,2000,0.116,
258,OEA,6,FRESHWATER,Q_tlw,2000,1,
258,GIP,77,MARINE,Q_tlw,2000,9,
258,MZZ,77,MARINE,Q_tlw,2000,1,
258,PRF,6,FRESHWATER,Q_tlw,2000,1,
258,PNS,77,BRACKISHWATER,Q_tlw,2000,40,
258,MSX,77,MARINE,Q_tlw,2000,0,
258,PNM,77,MARINE,Q_tlw,2000,740.694,
258,OSH,77,MARINE,Q_tlw,2000,17.973,
296,FRF,6,CAPTURE,Q_tlw,2000,0,N
296,MIL,71,CAPTURE,Q_tlw,2000,2175,
296,MUL,71,CAPTURE,Q_tlw,2000,611,
296,SNX,71,CAPTURE,Q_tlw,2000,2141,
296,EMP,71,CAPTURE,Q_tlw,2000,2137,
296,GOX,71,CAPTURE,Q_tlw,2000,639,
296,MOJ,71,CAPTURE,Q_tlw,2000,674,
296,PRC,71,CAPTURE,Q_tlw,2000,632,
296,CLU,71,CAPTURE,Q_tlw,2000,2725,
296,SKJ,71,CAPTURE,Q_tlw,2000,8922,
296,ALB,71,CAPTURE,Q_tlw,2000,0,
296,YFT,71,CAPTURE,Q_tlw,2000,5601,
296,BET,71,CAPTURE,Q_tlw,2000,203,
296,BUM,71,CAPTURE,Q_tlw,2000,1,
296,BLM,71,CAPTURE,Q_tlw,2000,1,
296,MLS,71,CAPTURE,Q_tlw,2000,0,
296,SWO,71,CAPTURE,Q_tlw,2000,0,
296,FLY,71,CAPTURE,Q_tlw,2000,836,
296,TRE,71,CAPTURE,Q_tlw,2000,1108,
296,BAR,71,CAPTURE,Q_tlw,2000,420,
296,SKX,71,CAPTURE,Q_tlw,2000,1581,
296,MZZ,71,CAPTURE,Q_tlw,2000,2396,
296,CRU,71,CAPTURE,Q_tlw,2000,131,
296,OCT,71,CAPTURE,Q_tlw,2000,373,
296,MOL,71,CAPTURE,Q_tlw,2000,1947,
296,CUX,71,CAPTURE,Q_tlw,2000,192,
296,TLN,6,BRACKISHWATER,Q_tlw,2000,0,N
296,FRF,6,BRACKISHWATER,Q_tlw,2000,0,
296,MIL,71,BRACKISHWATER,Q_tlw,2000,14,
296,EMX,71,MARINE,Q_tlw,2000,11174,
316,TLP,6,CAPTURE,Q_tlw,2000,0,
316,CBT,6,CAPTURE,Q_tlw,2000,0,
316,FRF,6,CAPTURE,Q_tlw,2000,0,
316,ELJ,6,CAPTURE,Q_tlw,2000,0,
316,GPX,71,CAPTURE,Q_tlw,2000,1,
316,SNX,71,CAPTURE,Q_tlw,2000,6,
316,EMP,71,CAPTURE,Q_tlw,2000,1,
316,WRA,71,CAPTURE,Q_tlw,2000,0,N
316,PWT,71,CAPTURE,Q_tlw,2000,0,N
316,SUR,71,CAPTURE,Q_tlw,2000,0,
316,SPI,71,CAPTURE,Q_tlw,2000,0,N
316,WAH,71,CAPTURE,Q_tlw,2000,20,
316,SKJ,71,CAPTURE,Q_tlw,2000,121,
316,YFT,71,CAPTURE,Q_tlw,2000,35,
316,BET,71,CAPTURE,Q_tlw,2000,0,
316,SFA,71,CAPTURE,Q_tlw,2000,1,
316,BUM,71,CAPTURE,Q_tlw,2000,39,
316,TUX,71,CAPTURE,Q_tlw,2000,0,N
316,SDX,71,CAPTURE,Q_tlw,2000,4,
316,RRU,71,CAPTURE,Q_tlw,2000,1,
316,CGX,71,CAPTURE,Q_tlw,2000,1,
316,DOL,71,CAPTURE,Q_tlw,2000,38,
316,BAR,71,CAPTURE,Q_tlw,2000,2,
316,SKX,71,CAPTURE,Q_tlw,2000,0,N
316,MZZ,71,CAPTURE,Q_tlw,2000,351,
316,SLV,71,CAPTURE,Q_tlw,2000,2,
316,DCP,71,CAPTURE,Q_tlw,2000,0,N
316,OCT,71,CAPTURE,Q_tlw,2000,1,
316,FCP,6,FRESHWATER,Q_tlw,2000,0,N
316,TLM,6,FRESHWATER,Q_tlw,2000,150,E
316,CBT,6,FRESHWATER,Q_tlw,2000,20,E
316,MIL,6,FRESHWATER,Q_tlw,2000,30,E
316,MUL,71,BRACKISHWATER,Q_tlw,2000,7,E
316,PRF,6,FRESHWATER,Q_tlw,2000,0,N
316,PBA,71,BRACKISHWATER,Q_tlw,2000,25,E
520,ALB,71,CAPTURE,Q_tlw,2000,2,
520,YFT,71,CAPTURE,Q_tlw,2000,8,
520,BET,71,CAPTURE,Q_tlw,2000,1,
520,MZZ,71,CAPTURE,Q_tlw,2000,369,E
540,FRF,6,CAPTURE,Q_tlw,2000,0,N
540,MUL,71,CAPTURE,Q_tlw,2000,75,
540,SNA,71,CAPTURE,Q_tlw,2000,24,
540,ALF,71,CAPTURE,Q_tlw,2000,0,N
540,CEN,71,CAPTURE,Q_tlw,2000,0,N
540,KGX,71,CAPTURE,Q_tlw,2000,4,
540,SKJ,71,CAPTURE,Q_tlw,2000,0,N
540,ALB,71,CAPTURE,Q_tlw,2000,895,
540,YFT,71,CAPTURE,Q_tlw,2000,250,
540,BET,71,CAPTURE,Q_tlw,2000,517,
540,BUM,71,CAPTURE,Q_tlw,2000,60,
540,BLM,71,CAPTURE,Q_tlw,2000,27,
540,MLS,71,CAPTURE,Q_tlw,2000,160,
540,SWO,71,CAPTURE,Q_tlw,2000,40,
540,TUX,71,CAPTURE,Q_tlw,2000,7,
540,MAX,71,CAPTURE,Q_tlw,2000,161,
540,MZZ,71,CAPTURE,Q_tlw,2000,509,
540,CRA,71,CAPTURE,Q_tlw,2000,22,
540,SLV,71,CAPTURE,Q_tlw,2000,13,
540,CRU,71,CAPTURE,Q_tlw,2000,0,N
540,CTL,71,CAPTURE,Q_tlw,2000,1,
540,MOL,71,CAPTURE,Q_tlw,2000,6,
540,CUX,71,CAPTURE,Q_tlw,2000,615,
540,TSH,71,CAPTURE,Q_tlw,2000,96.4,
540,CSS,71,CAPTURE,Q_tlw,2000,0,
548,FRF,6,CAPTURE,Q_tlw,2000,0,N
548,HKX,34,CAPTURE,Q_tlw,2000,0,
548,CDX,34,CAPTURE,Q_tlw,2000,0,
548,SBX,34,CAPTURE,Q_tlw,2000,0,
548,BKJ,77,CAPTURE,Q_tlw,2000,0,
548,BKJ,87,CAPTURE,Q_tlw,2000,0,
548,SKJ,71,CAPTURE,Q_tlw,2000,23840,
548,SKJ,77,CAPTURE,Q_tlw,2000,1128,
548,SKJ,87,CAPTURE,Q_tlw,2000,8829,
548,ALB,31,CAPTURE,Q_tlw,2000,0,
548,ALB,34,CAPTURE,Q_tlw,2000,0,
548,ALB,41,CAPTURE,Q_tlw,2000,0,
548,ALB,57,CAPTURE,Q_tlw,2000,0,
548,SBF,47,CAPTURE,Q_tlw,2000,0,
548,YFT,31,CAPTURE,Q_tlw,2000,0,
548,YFT,34,CAPTURE,Q_tlw,2000,0,
548,YFT,41,CAPTURE,Q_tlw,2000,0,
548,YFT,57,CAPTURE,Q_tlw,2000,0,
548,YFT,71,CAPTURE,Q_tlw,2000,11406,
548,YFT,77,CAPTURE,Q_tlw,2000,6082,
548,YFT,87,CAPTURE,Q_tlw,2000,9089,
548,BET,31,CAPTURE,Q_tlw,2000,0,
548,BET,34,CAPTURE,Q_tlw,2000,0,
548,BET,41,CAPTURE,Q_tlw,2000,0,
548,BET,57,CAPTURE,Q_tlw,2000,0,
548,BET,71,CAPTURE,Q_tlw,2000,2299,
548,BET,77,CAPTURE,Q_tlw,2000,412,
548,BET,87,CAPTURE,Q_tlw,2000,5426,
548,BUM,31,CAPTURE,Q_tlw,2000,0,
548,BUM,41,CAPTURE,Q_tlw,2000,0,
548,BUM,57,CAPTURE,Q_tlw,2000,0,
548,BUM,71,CAPTURE,Q_tlw,2000,2,
548,BLM,34,CAPTURE,Q_tlw,2000,0,
548,BLM,71,CAPTURE,Q_tlw,2000,5,
548,MLS,71,CAPTURE,Q_tlw,2000,0,N
548,SWO,31,CAPTURE,Q_tlw,2000,0,
548,SWO,34,CAPTURE,Q_tlw,2000,0,
548,SWO,41,CAPTURE,Q_tlw,2000,0,
548,SWO,57,CAPTURE,Q_tlw,2000,0,
548,SWO,71,CAPTURE,Q_tlw,2000,0,
548,SWO,87,CAPTURE,Q_tlw,2000,0,
548,TUX,31,CAPTURE,Q_tlw,2000,0,
548,TUX,34,CAPTURE,Q_tlw,2000,0,
548,TUX,41,CAPTURE,Q_tlw,2000,0,
548,TUX,77,CAPTURE,Q_tlw,2000,0,
548,TUX,87,CAPTURE,Q_tlw,2000,0,
548,CJM,87,CAPTURE,Q_tlw,2000,0,
548,HMZ,34,CAPTURE,Q_tlw,2000,0,
548,MAS,87,CAPTURE,Q_tlw,2000,0,
548,VMA,34,CAPTURE,Q_tlw,2000,0,
548,SMA,34,CAPTURE,Q_tlw,2000,0,
548,SKX,31,CAPTURE,Q_tlw,2000,0,
548,SKX,34,CAPTURE,Q_tlw,2000,0,
548,SKX,41,CAPTURE,Q_tlw,2000,0,
548,MZZ,34,CAPTURE,Q_tlw,2000,0,
548,MZZ,57,CAPTURE,Q_tlw,2000,0,
548,MZZ,71,CAPTURE,Q_tlw,2000,1400,E
548,PEN,34,CAPTURE,Q_tlw,2000,0,
548,DCP,34,CAPTURE,Q_tlw,2000,0,
548,KRI,48,CAPTURE,Q_tlw,2000,0,
548,CRU,71,CAPTURE,Q_tlw,2000,250,E
548,CTL,34,CAPTURE,Q_tlw,2000,0,
548,SQA,41,CAPTURE,Q_tlw,2000,0,
548,SQU,34,CAPTURE,Q_tlw,2000,0,
548,OCT,34,CAPTURE,Q_tlw,2000,0,
548,MOL,71,CAPTURE,Q_tlw,2000,250,E
548,CUX,71,CAPTURE,Q_tlw,2000,81,
548,TSH,71,CAPTURE,Q_tlw,2000,90,E
554,FCP,6,CAPTURE,Q_tlw,2000,4,
554,CGO,6,CAPTURE,Q_tlw,2000,0,
554,ITE,6,CAPTURE,Q_tlw,2000,10,
554,FRF,6,CAPTURE,Q_tlw,2000,400,
554,ELX,6,CAPTURE,Q_tlw,2000,675,
554,ELX,81,CAPTURE,Q_tlw,2000,380,
554,CHI,81,CAPTURE,Q_tlw,2000,1,
554,FLX,81,CAPTURE,Q_tlw,2000,2939,
554,MOY,88,CAPTURE,Q_tlw,2000,5,
554,MRL,88,CAPTURE,Q_tlw,2000,2,
554,MHJ,81,CAPTURE,Q_tlw,2000,0,
554,RIB,81,CAPTURE,Q_tlw,2000,1355,
554,NEC,81,CAPTURE,Q_tlw,2000,5232,
554,TPG,81,CAPTURE,Q_tlw,2000,0,
554,ANT,48,CAPTURE,Q_tlw,2000,0,
554,ANT,88,CAPTURE,Q_tlw,2000,0,N
554,POS,81,CAPTURE,Q_tlw,2000,23000,
554,HKN,81,CAPTURE,Q_tlw,2000,12799,
554,GRN,81,CAPTURE,Q_tlw,2000,234029,
554,WGR,48,CAPTURE,Q_tlw,2000,0,
554,WGR,58,CAPTURE,Q_tlw,2000,0,
554,WGR,88,CAPTURE,Q_tlw,2000,5,
554,MCC,81,CAPTURE,Q_tlw,2000,0,
554,MCC,88,CAPTURE,Q_tlw,2000,65,
554,GRV,48,CAPTURE,Q_tlw,2000,0,
554,GRV,58,CAPTURE,Q_tlw,2000,0,
554,GRV,88,CAPTURE,Q_tlw,2000,0,N
554,CVY,88,CAPTURE,Q_tlw,2000,0,
554,LDE,81,CAPTURE,Q_tlw,2000,3833,
554,RTX,81,CAPTURE,Q_tlw,2000,2394,
554,GAD,81,CAPTURE,Q_tlw,2000,14,
554,MWC,81,CAPTURE,Q_tlw,2000,0,
554,MUL,81,CAPTURE,Q_tlw,2000,748,
554,RNL,81,CAPTURE,Q_tlw,2000,0,
554,ASA,81,CAPTURE,Q_tlw,2000,3825,
554,EMP,81,CAPTURE,Q_tlw,2000,0,
554,PRG,88,CAPTURE,Q_tlw,2000,0,
554,GSU,81,CAPTURE,Q_tlw,2000,6852,
554,GIY,81,CAPTURE,Q_tlw,2000,94,
554,WRA,81,CAPTURE,Q_tlw,2000,4,
554,ANS,88,CAPTURE,Q_tlw,2000,0,
554,NOX,81,CAPTURE,Q_tlw,2000,3,
554,NOX,88,CAPTURE,Q_tlw,2000,0,N
554,NEB,81,CAPTURE,Q_tlw,2000,2130,
554,FLH,81,CAPTURE,Q_tlw,2000,7,
554,ALJ,81,CAPTURE,Q_tlw,2000,0,
554,PKB,81,CAPTURE,Q_tlw,2000,1279,
554,ARG,81,CAPTURE,Q_tlw,2000,42,
554,ALH,81,CAPTURE,Q_tlw,2000,0,
554,LXX,81,CAPTURE,Q_tlw,2000,0,
554,COX,81,CAPTURE,Q_tlw,2000,96,
554,SDC,81,CAPTURE,Q_tlw,2000,0,
554,SNS,81,CAPTURE,Q_tlw,2000,0,
554,NLD,81,CAPTURE,Q_tlw,2000,0,
554,CUS,81,CAPTURE,Q_tlw,2000,21617,
554,ALF,81,CAPTURE,Q_tlw,2000,2880,
554,CXF,81,CAPTURE,Q_tlw,2000,176,
554,ORY,81,CAPTURE,Q_tlw,2000,17879,
554,TRC,81,CAPTURE,Q_tlw,2000,4,
554,JOD,81,CAPTURE,Q_tlw,2000,841,
554,ZEX,81,CAPTURE,Q_tlw,2000,778,
554,ORD,81,CAPTURE,Q_tlw,2000,22775,
554,WHA,81,CAPTURE,Q_tlw,2000,1497,
554,EMM,81,CAPTURE,Q_tlw,2000,2825,
554,RYG,81,CAPTURE,Q_tlw,2000,582,
554,SWH,81,CAPTURE,Q_tlw,2000,9,
554,EMV,81,CAPTURE,Q_tlw,2000,0,
554,EDR,81,CAPTURE,Q_tlw,2000,6,
554,TAK,81,CAPTURE,Q_tlw,2000,5739,
554,MOW,81,CAPTURE,Q_tlw,2000,99,
554,TRU,81,CAPTURE,Q_tlw,2000,476,
554,PGR,88,CAPTURE,Q_tlw,2000,0,N
554,TOA,48,CAPTURE,Q_tlw,2000,0,
554,TOA,58,CAPTURE,Q_tlw,2000,0,
554,TOA,88,CAPTURE,Q_tlw,2000,751,
554,TOP,41,CAPTURE,Q_tlw,2000,0,
554,TOP,48,CAPTURE,Q_tlw,2000,0,
554,TOP,58,CAPTURE,Q_tlw,2000,0,
554,TOP,81,CAPTURE,Q_tlw,2000,0,N
554,TOP,88,CAPTURE,Q_tlw,2000,0,N
554,SSI,88,CAPTURE,Q_tlw,2000,0,N
554,ICX,58,CAPTURE,Q_tlw,2000,0,
554,ICX,88,CAPTURE,Q_tlw,2000,0,N
554,EPI,81,CAPTURE,Q_tlw,2000,4095,
554,STZ,81,CAPTURE,Q_tlw,2000,3638,
554,SNK,81,CAPTURE,Q_tlw,2000,21905,
554,LEC,81,CAPTURE,Q_tlw,2000,47,
554,OIL,81,CAPTURE,Q_tlw,2000,61,
554,GEM,81,CAPTURE,Q_tlw,2000,1029,
554,BEH,81,CAPTURE,Q_tlw,2000,0,
554,SFS,81,CAPTURE,Q_tlw,2000,1536,
554,SEM,81,CAPTURE,Q_tlw,2000,4259,
554,SEP,81,CAPTURE,Q_tlw,2000,11218,
554,SEU,81,CAPTURE,Q_tlw,2000,2407,
554,BWA,81,CAPTURE,Q_tlw,2000,2793,
554,CEN,81,CAPTURE,Q_tlw,2000,274,
554,SCO,81,CAPTURE,Q_tlw,2000,1819,
554,KUG,81,CAPTURE,Q_tlw,2000,2663,
554,LDY,81,CAPTURE,Q_tlw,2000,0,
554,JGU,81,CAPTURE,Q_tlw,2000,55,
