,COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS,COUNTRY
183,16,SKJ,77,CAPTURE,Q_tlw,2005,147.0,,
184,16,PBF,77,CAPTURE,Q_tlw,2005,0.0,,
185,16,ALB,77,CAPTURE,Q_tlw,2005,2936.0,,
186,16,YFT,77,CAPTURE,Q_tlw,2005,529.0,,
187,16,BET,77,CAPTURE,Q_tlw,2005,134.0,,
188,16,SFA,77,CAPTURE,Q_tlw,2005,1.0,,
189,16,BUM,77,CAPTURE,Q_tlw,2005,23.0,,
190,16,BLM,77,CAPTURE,Q_tlw,2005,0.0,,
191,16,MLS,77,CAPTURE,Q_tlw,2005,3.0,,
192,16,SSP,77,CAPTURE,Q_tlw,2005,0.0,,
193,16,SWO,77,CAPTURE,Q_tlw,2005,8.0,,
194,16,TUX,77,CAPTURE,Q_tlw,2005,0.0,,
195,16,LAG,77,CAPTURE,Q_tlw,2005,0.0,N,
196,16,CGX,77,CAPTURE,Q_tlw,2005,0.0,N,
197,16,BRZ,77,CAPTURE,Q_tlw,2005,0.0,N,
198,16,DOL,77,CAPTURE,Q_tlw,2005,16.0,,
199,16,BAR,77,CAPTURE,Q_tlw,2005,0.0,N,
200,16,THR,77,CAPTURE,Q_tlw,2005,0.0,,
201,16,MAK,77,CAPTURE,Q_tlw,2005,0.0,,
202,16,BSH,77,CAPTURE,Q_tlw,2005,0.0,,
203,16,SKX,77,CAPTURE,Q_tlw,2005,0.0,,
204,16,MZZ,77,CAPTURE,Q_tlw,2005,3.0,,
205,16,CRA,77,CAPTURE,Q_tlw,2005,0.0,N,
206,16,SLV,77,CAPTURE,Q_tlw,2005,2.0,,
207,16,OCT,77,CAPTURE,Q_tlw,2005,0.0,N,
208,16,MOL,77,CAPTURE,Q_tlw,2005,0.0,N,
209,16,TLN,6,FRESHWATER,Q_tlw,2005,10.0,E,
210,16,FRF,6,CAPTURE,Q_tlw,2006,0.0,N,
211,16,HCZ,77,CAPTURE,Q_tlw,2006,0.0,N,
212,16,GPX,77,CAPTURE,Q_tlw,2006,0.0,N,
213,16,SNX,77,CAPTURE,Q_tlw,2006,2.0,,
214,16,EMP,77,CAPTURE,Q_tlw,2006,0.0,N,
215,16,PWT,77,CAPTURE,Q_tlw,2006,3.0,,
216,16,SUR,77,CAPTURE,Q_tlw,2006,2.0,,
217,16,WAH,77,CAPTURE,Q_tlw,2006,278.0,,
218,16,SKJ,77,CAPTURE,Q_tlw,2006,195.0,,
219,16,PBF,77,CAPTURE,Q_tlw,2006,0.0,,
220,16,ALB,77,CAPTURE,Q_tlw,2006,4078.0,,
221,16,YFT,77,CAPTURE,Q_tlw,2006,517.0,,
222,16,BET,77,CAPTURE,Q_tlw,2006,181.0,,
223,16,SFA,77,CAPTURE,Q_tlw,2006,1.0,,
224,16,BUM,77,CAPTURE,Q_tlw,2006,25.0,,
225,16,BLM,77,CAPTURE,Q_tlw,2006,0.0,,
226,16,MLS,77,CAPTURE,Q_tlw,2006,4.0,,
227,16,SSP,77,CAPTURE,Q_tlw,2006,0.0,,
228,16,SWO,77,CAPTURE,Q_tlw,2006,38.0,,
229,16,TUX,77,CAPTURE,Q_tlw,2006,0.0,,
230,16,LAG,77,CAPTURE,Q_tlw,2006,0.0,,
231,16,CGX,77,CAPTURE,Q_tlw,2006,1.0,,
232,16,BRZ,77,CAPTURE,Q_tlw,2006,0.0,,
233,16,DOL,77,CAPTURE,Q_tlw,2006,14.0,,
234,16,BAR,77,CAPTURE,Q_tlw,2006,1.0,,
235,16,THR,77,CAPTURE,Q_tlw,2006,0.0,,
236,16,MAK,77,CAPTURE,Q_tlw,2006,1.0,,
237,16,BSH,77,CAPTURE,Q_tlw,2006,1.0,,
238,16,SKX,77,CAPTURE,Q_tlw,2006,0.0,,
239,16,MZZ,77,CAPTURE,Q_tlw,2006,4.0,,
240,16,CRA,77,CAPTURE,Q_tlw,2006,0.0,N,
241,16,SLV,77,CAPTURE,Q_tlw,2006,2.0,,
242,16,OCT,77,CAPTURE,Q_tlw,2006,1.0,,
243,16,MOL,77,CAPTURE,Q_tlw,2006,0.0,N,
244,16,TLN,6,FRESHWATER,Q_tlw,2006,18.0,E,
245,16,FRF,6,CAPTURE,Q_tlw,2007,0.0,N,
246,16,HCZ,77,CAPTURE,Q_tlw,2007,1.0,,
247,16,GPX,77,CAPTURE,Q_tlw,2007,1.0,,
248,16,SNX,77,CAPTURE,Q_tlw,2007,8.0,,
249,16,EMP,77,CAPTURE,Q_tlw,2007,3.0,,
250,16,PWT,77,CAPTURE,Q_tlw,2007,3.0,,
251,16,SUR,77,CAPTURE,Q_tlw,2007,6.0,,
252,16,WAH,77,CAPTURE,Q_tlw,2007,198.0,,
253,16,SKJ,77,CAPTURE,Q_tlw,2007,168.0,,
254,16,PBF,77,CAPTURE,Q_tlw,2007,7.0,,
255,16,ALB,77,CAPTURE,Q_tlw,2007,5183.0,,
256,16,YFT,77,CAPTURE,Q_tlw,2007,644.0,,
257,16,BET,77,CAPTURE,Q_tlw,2007,218.0,,
258,16,SFA,77,CAPTURE,Q_tlw,2007,1.0,,
259,16,BUM,77,CAPTURE,Q_tlw,2007,38.0,,
260,16,BLM,77,CAPTURE,Q_tlw,2007,0.0,,
261,16,MLS,77,CAPTURE,Q_tlw,2007,1.0,,
262,16,SSP,77,CAPTURE,Q_tlw,2007,0.0,,
263,16,SWO,77,CAPTURE,Q_tlw,2007,13.0,,
264,16,TUX,77,CAPTURE,Q_tlw,2007,0.0,,
265,16,LAG,77,CAPTURE,Q_tlw,2007,0.0,,
266,16,CGX,77,CAPTURE,Q_tlw,2007,2.0,,
267,16,BRZ,77,CAPTURE,Q_tlw,2007,0.0,,
268,16,DOL,77,CAPTURE,Q_tlw,2007,10.0,,
269,16,BAR,77,CAPTURE,Q_tlw,2007,1.0,,
270,16,THR,77,CAPTURE,Q_tlw,2007,0.0,,
271,16,MAK,77,CAPTURE,Q_tlw,2007,0.0,,
272,16,BSH,77,CAPTURE,Q_tlw,2007,1.0,,
273,16,SKX,77,CAPTURE,Q_tlw,2007,0.0,,
274,16,MZZ,77,CAPTURE,Q_tlw,2007,9.0,,
275,16,CRA,77,CAPTURE,Q_tlw,2007,0.0,N,
276,16,SLV,77,CAPTURE,Q_tlw,2007,1.0,,
277,16,OCT,77,CAPTURE,Q_tlw,2007,1.0,,
278,16,MOL,77,CAPTURE,Q_tlw,2007,1.0,,
279,16,TLN,6,FRESHWATER,Q_tlw,2007,18.0,E,
280,16,FRF,6,CAPTURE,Q_tlw,2008,0.0,N,
281,16,HCZ,77,CAPTURE,Q_tlw,2008,1.0,,
282,16,GPX,77,CAPTURE,Q_tlw,2008,2.0,,
283,16,SNX,77,CAPTURE,Q_tlw,2008,12.0,,
284,16,EMP,77,CAPTURE,Q_tlw,2008,6.0,,
285,16,PWT,77,CAPTURE,Q_tlw,2008,2.0,,
286,16,SUR,77,CAPTURE,Q_tlw,2008,4.0,,
287,16,WAH,77,CAPTURE,Q_tlw,2008,135.0,,
288,16,SKJ,77,CAPTURE,Q_tlw,2008,172.0,,
289,16,PBF,77,CAPTURE,Q_tlw,2008,1.0,,
290,16,ALB,77,CAPTURE,Q_tlw,2008,3550.0,,
291,16,YFT,77,CAPTURE,Q_tlw,2008,342.0,,
292,16,BET,77,CAPTURE,Q_tlw,2008,132.0,,
293,16,SFA,77,CAPTURE,Q_tlw,2008,1.0,,
294,16,BUM,77,CAPTURE,Q_tlw,2008,34.0,,
295,16,BLM,77,CAPTURE,Q_tlw,2008,0.0,,
296,16,MLS,77,CAPTURE,Q_tlw,2008,1.0,,
297,16,SSP,77,CAPTURE,Q_tlw,2008,0.0,,
298,16,SWO,77,CAPTURE,Q_tlw,2008,7.0,,
299,16,TUX,77,CAPTURE,Q_tlw,2008,0.0,,
300,16,LAG,77,CAPTURE,Q_tlw,2008,0.0,,
301,16,CGX,77,CAPTURE,Q_tlw,2008,2.0,,
302,16,BRZ,77,CAPTURE,Q_tlw,2008,0.0,,
303,16,DOL,77,CAPTURE,Q_tlw,2008,8.0,,
304,16,BAR,77,CAPTURE,Q_tlw,2008,1.0,,
305,16,THR,77,CAPTURE,Q_tlw,2008,0.0,,
306,16,MAK,77,CAPTURE,Q_tlw,2008,0.0,,
307,16,BSH,77,CAPTURE,Q_tlw,2008,1.0,,
308,16,SKX,77,CAPTURE,Q_tlw,2008,0.0,,
309,16,MZZ,77,CAPTURE,Q_tlw,2008,8.0,,
310,16,CRA,77,CAPTURE,Q_tlw,2008,0.0,N,
311,16,SLV,77,CAPTURE,Q_tlw,2008,1.0,,
312,16,OCT,77,CAPTURE,Q_tlw,2008,1.0,,
313,16,MOL,77,CAPTURE,Q_tlw,2008,0.0,N,
314,16,TLN,6,FRESHWATER,Q_tlw,2008,18.0,E,
315,16,FRF,6,CAPTURE,Q_tlw,2009,0.0,N,
316,16,HCZ,77,CAPTURE,Q_tlw,2009,1.0,,
317,16,GPX,77,CAPTURE,Q_tlw,2009,2.0,,
318,16,SNX,77,CAPTURE,Q_tlw,2009,17.0,,
319,16,EMP,77,CAPTURE,Q_tlw,2009,9.0,,
320,16,PWT,77,CAPTURE,Q_tlw,2009,2.0,,
321,16,SUR,77,CAPTURE,Q_tlw,2009,6.0,,
322,16,WAH,77,CAPTURE,Q_tlw,2009,136.0,,
323,16,SKJ,77,CAPTURE,Q_tlw,2009,156.0,,
324,16,PBF,77,CAPTURE,Q_tlw,2009,1.0,,
325,16,ALB,77,CAPTURE,Q_tlw,2009,3885.0,,
326,16,YFT,77,CAPTURE,Q_tlw,2009,399.0,,
327,16,BET,77,CAPTURE,Q_tlw,2009,249.0,,
328,16,SFA,77,CAPTURE,Q_tlw,2009,1.0,,
329,16,BUM,77,CAPTURE,Q_tlw,2009,40.0,,
330,16,BLM,77,CAPTURE,Q_tlw,2009,0.0,,
331,16,MLS,77,CAPTURE,Q_tlw,2009,6.0,,
332,16,SSP,77,CAPTURE,Q_tlw,2009,0.0,,
333,16,SWO,77,CAPTURE,Q_tlw,2009,11.0,,
334,16,TUX,77,CAPTURE,Q_tlw,2009,0.0,,
335,16,LAG,77,CAPTURE,Q_tlw,2009,0.0,,
336,16,CGX,77,CAPTURE,Q_tlw,2009,2.0,,
337,16,BRZ,77,CAPTURE,Q_tlw,2009,0.0,,
338,16,DOL,77,CAPTURE,Q_tlw,2009,11.0,,
339,16,BAR,77,CAPTURE,Q_tlw,2009,2.0,,
340,16,THR,77,CAPTURE,Q_tlw,2009,0.0,,
341,16,MAK,77,CAPTURE,Q_tlw,2009,0.0,,
342,16,BSH,77,CAPTURE,Q_tlw,2009,1.0,,
343,16,SKX,77,CAPTURE,Q_tlw,2009,0.0,,
344,16,MZZ,77,CAPTURE,Q_tlw,2009,6.0,,
345,16,CRA,77,CAPTURE,Q_tlw,2009,0.0,N,
346,16,SLV,77,CAPTURE,Q_tlw,2009,1.0,,
347,16,OCT,77,CAPTURE,Q_tlw,2009,0.0,N,
348,16,MOL,77,CAPTURE,Q_tlw,2009,0.0,,
349,16,TLN,6,FRESHWATER,Q_tlw,2009,18.0,E,
350,16,FRF,6,CAPTURE,Q_tlw,2010,0.0,N,
351,16,HCZ,77,CAPTURE,Q_tlw,2010,1.0,,
352,16,GPX,77,CAPTURE,Q_tlw,2010,1.0,,
353,16,SNX,77,CAPTURE,Q_tlw,2010,4.0,,
354,16,EMP,77,CAPTURE,Q_tlw,2010,2.0,,
355,16,PWT,77,CAPTURE,Q_tlw,2010,4.0,,
356,16,SUR,77,CAPTURE,Q_tlw,2010,7.0,,
357,16,WAH,77,CAPTURE,Q_tlw,2010,125.0,,
358,16,SKJ,77,CAPTURE,Q_tlw,2010,123.0,,
359,16,PBF,77,CAPTURE,Q_tlw,2010,3.0,,
360,16,ALB,77,CAPTURE,Q_tlw,2010,3976.0,,
361,16,YFT,77,CAPTURE,Q_tlw,2010,474.0,,
362,16,BET,77,CAPTURE,Q_tlw,2010,487.0,,
363,16,SFA,77,CAPTURE,Q_tlw,2010,2.0,,
364,16,BUM,77,CAPTURE,Q_tlw,2010,55.0,,
365,16,BLM,77,CAPTURE,Q_tlw,2010,0.0,,
366,16,MLS,77,CAPTURE,Q_tlw,2010,8.0,,
367,16,SSP,77,CAPTURE,Q_tlw,2010,1.0,,
368,16,SWO,77,CAPTURE,Q_tlw,2010,22.0,,
369,16,TUX,77,CAPTURE,Q_tlw,2010,0.0,,
370,16,LAG,77,CAPTURE,Q_tlw,2010,0.0,,
371,16,CGX,77,CAPTURE,Q_tlw,2010,1.0,,
372,16,BRZ,77,CAPTURE,Q_tlw,2010,0.0,,
373,16,DOL,77,CAPTURE,Q_tlw,2010,6.0,,
374,16,BAR,77,CAPTURE,Q_tlw,2010,0.0,N,
375,16,THR,77,CAPTURE,Q_tlw,2010,0.0,,
376,16,MAK,77,CAPTURE,Q_tlw,2010,3.0,,
377,16,BSH,77,CAPTURE,Q_tlw,2010,2.0,,
378,16,SKX,77,CAPTURE,Q_tlw,2010,0.0,,
379,16,MZZ,77,CAPTURE,Q_tlw,2010,1.0,,
380,16,CRA,77,CAPTURE,Q_tlw,2010,0.0,N,
381,16,SLV,77,CAPTURE,Q_tlw,2010,2.0,,
382,16,OCT,77,CAPTURE,Q_tlw,2010,0.0,N,
383,16,MOL,77,CAPTURE,Q_tlw,2010,0.0,,
384,16,TLN,6,FRESHWATER,Q_tlw,2010,18.0,E,
385,16,FRF,6,CAPTURE,Q_tlw,2011,0.0,N,
386,16,HCZ,77,CAPTURE,Q_tlw,2011,1.0,,
387,16,GPX,77,CAPTURE,Q_tlw,2011,1.0,,
388,16,SNX,77,CAPTURE,Q_tlw,2011,8.0,,
389,16,EMP,77,CAPTURE,Q_tlw,2011,3.0,,
390,16,PWT,77,CAPTURE,Q_tlw,2011,3.0,,
391,16,SUR,77,CAPTURE,Q_tlw,2011,8.0,,
392,16,WAH,77,CAPTURE,Q_tlw,2011,125.0,,
393,16,SKJ,77,CAPTURE,Q_tlw,2011,151.0,,
394,16,PBF,77,CAPTURE,Q_tlw,2011,2.0,,
395,16,ALB,77,CAPTURE,Q_tlw,2011,2404.0,,
396,16,YFT,77,CAPTURE,Q_tlw,2011,705.0,,
397,16,BET,77,CAPTURE,Q_tlw,2011,1263.0,,
398,16,SFA,77,CAPTURE,Q_tlw,2011,3.0,,
399,16,BUM,77,CAPTURE,Q_tlw,2011,85.0,,
400,16,BLM,77,CAPTURE,Q_tlw,2011,1.0,,
401,16,MLS,77,CAPTURE,Q_tlw,2011,71.0,,
402,16,SSP,77,CAPTURE,Q_tlw,2011,0.0,,
403,16,SWO,77,CAPTURE,Q_tlw,2011,34.0,,
404,16,TUX,77,CAPTURE,Q_tlw,2011,0.0,,
405,16,LAG,77,CAPTURE,Q_tlw,2011,0.0,,
406,16,CGX,77,CAPTURE,Q_tlw,2011,1.0,,
